,0
0,5
1,13
2,7
3,2
4,18
5,17
6,25
7,23
8,22
9,20
10,6
11,9
12,11
13,19
14,1
15,5
16,1
17,8
18,2
19,12
20,16
21,0
22,25
23,17
24,16
25,1
26,22
27,8
28,21
29,12
30,1
31,12
32,10
33,16
34,10
35,17
36,16
37,1
38,15
39,12
40,16
41,11
42,13
43,1
44,13
45,17
46,12
47,14
48,24
49,0
50,0
51,3
52,22
53,20
54,3
55,14
56,25
57,9
58,15
59,14
60,13
61,2
62,11
63,12
64,17
65,6
66,6
67,20
68,13
69,3
70,24
71,22
72,21
73,8
74,21
75,18
76,0
77,17
78,12
79,19
,precision,recall,f1-score,support
0,0.6046511627906976,0.4727272727272727,0.5306122448979591,55.0
1,0.925,0.888,0.9061224489795918,125.0
2,0.27906976744186046,0.8,0.4137931034482758,15.0
3,0.34146341463414637,0.9333333333333333,0.5,15.0
4,0.5882352941176471,0.4,0.4761904761904762,50.0
5,0.7555555555555555,0.6181818181818182,0.6799999999999999,55.0
6,0.24444444444444444,0.7333333333333333,0.36666666666666664,15.0
7,1.0,0.9333333333333333,0.9655172413793104,15.0
8,0.8823529411764706,0.3,0.44776119402985076,50.0
9,0.7711864406779662,0.728,0.748971193415638,125.0
accuracy,0.6692307692307692,0.6692307692307692,0.6692307692307692,0.6692307692307692
macro avg,0.6391959020838789,0.680690909090909,0.6035634569007768,520.0
weighted avg,0.7468052899159661,0.6692307692307692,0.6795338797158107,520.0
