,0
0,17
1,22
2,0
3,2
4,2
5,8
6,11
7,23
8,24
9,20
10,12
11,25
12,11
13,5
14,4
15,5
16,6
17,8
18,2
19,22
20,16
21,0
22,8
23,17
24,9
25,1
26,10
27,8
28,23
29,8
30,9
31,21
32,13
33,2
34,0
35,17
36,6
37,19
38,15
39,15
40,4
41,7
42,13
43,17
44,7
45,0
46,19
47,14
48,18
49,18
50,7
51,3
52,21
53,1
54,16
55,2
56,23
57,25
58,17
59,14
60,7
61,2
62,11
63,0
64,12
65,8
66,14
67,20
68,12
69,21
70,24
71,22
72,11
73,8
74,7
75,18
76,15
77,17
78,14
79,19
,precision,recall,f1-score,support
0,0.2,0.25,0.22222222222222224,4.0
1,0.5,0.5,0.5,2.0
2,0.5,0.75,0.6,4.0
3,1.0,0.3333333333333333,0.5,3.0
4,0.5,0.5,0.5,2.0
5,0.5,0.5,0.5,2.0
6,0.5,0.25,0.3333333333333333,4.0
7,0.4,0.6666666666666666,0.5,3.0
8,0.42857142857142855,1.0,0.6,3.0
9,0.5,0.25,0.3333333333333333,4.0
10,0.0,0.0,0.0,3.0
11,0.75,0.75,0.75,4.0
12,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
13,0.5,0.25,0.3333333333333333,4.0
14,0.5,0.6666666666666666,0.5714285714285715,3.0
15,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
16,0.5,0.3333333333333333,0.4,3.0
17,0.3333333333333333,0.5,0.4,4.0
18,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
19,0.3333333333333333,0.5,0.4,2.0
20,1.0,0.6666666666666666,0.8,3.0
21,0.0,0.0,0.0,3.0
22,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
23,0.3333333333333333,0.5,0.4,2.0
24,0.5,0.3333333333333333,0.4,3.0
25,0.0,0.0,0.0,3.0
accuracy,0.425,0.425,0.425,0.425
macro avg,0.44020146520146525,0.42948717948717946,0.4119352869352869,80.0
weighted avg,0.4431547619047619,0.425,0.41003968253968254,80.0
